State_Name,Season,Crop,Area,Production
Odisha,Winter     ,Horse-gram,907472,846857
Odisha,Winter     ,Maize,22800,636492
Odisha,Winter     ,Moong(Green Gram),1150600,2005915
Odisha,Winter     ,Niger seed,31844,4769
Odisha,Winter     ,Paddy,3434388,4938032
Odisha,Winter     ,Potato,94501,1031497
Odisha,Winter     ,Ragi,531917,935459
Odisha,Winter     ,Rapeseed &Mustard,181667,36957
Odisha,Winter     ,Rice,49910121,80327092
Odisha,Winter     ,Sesamum,408246,666600
Odisha,Winter     ,Sugarcane,236833,14895684
Odisha,Winter     ,Urad,1197313,369636
Puducherry,Autumn     ,Rice,11585,32535
Puducherry,Kharif     ,Arecanut,432,494
Puducherry,Kharif     ,Bajra,1265,2838
Puducherry,Kharif     ,Banana,2464,76267
Puducherry,Kharif     ,Black pepper,82,48
Puducherry,Kharif     ,Brinjal,110,1943
Puducherry,Kharif     ,Cashewnut,1112,649
Puducherry,Kharif     ,Coriander,2,1
Puducherry,Kharif     ,Cotton(lint),3065,11141
Puducherry,Kharif     ,Dry chillies,36,55
Puducherry,Kharif     ,Dry ginger,718,456
Puducherry,Kharif     ,Groundnut,6310,12447
Puducherry,Kharif     ,Jowar,25,35
Puducherry,Kharif     ,Mango,971,14081
Puducherry,Kharif     ,Moong(Green Gram),2482,1402
Puducherry,Kharif     ,Onion,28,456
Puducherry,Kharif     ,Other Cereals & Millets,305,729
Puducherry,Kharif     ,Other Kharif pulses,83,75
Puducherry,Kharif     ,Paddy,7230,35588
Puducherry,Kharif     ,Ragi,1023,2495
Puducherry,Kharif     ,Rice,186664,478841
Puducherry,Kharif     ,Sesamum,477,582854
Puducherry,Kharif     ,Small millets,18,17
Puducherry,Kharif     ,Sugarcane,20949,2745083
Puducherry,Kharif     ,Sunflower,10,7
Puducherry,Kharif     ,Sweet potato,9,582605
Puducherry,Kharif     ,Tapioca,2917,87199
Puducherry,Kharif     ,Turmeric,9,582513
Puducherry,Kharif     ,Urad,3554,2230
Puducherry,Rabi       ,Brinjal,52,631
Puducherry,Rabi       ,Coriander,14,8
Puducherry,Rabi       ,Dry chillies,16,57
Puducherry,Rabi       ,Groundnut,4883,10309
Puducherry,Rabi       ,Moong(Green Gram),11783,587202
Puducherry,Rabi       ,Onion,7,61
Puducherry,Rabi       ,Other  Rabi pulses,582,655
Puducherry,Rabi       ,Other Kharif pulses,38,42
Puducherry,Rabi       ,Ragi,14,30
Puducherry,Rabi       ,Rapeseed &Mustard,198,1465
Puducherry,Rabi       ,Rice,107528,265954
Puducherry,Rabi       ,Sesamum,242,171
Puducherry,Rabi       ,Sweet potato,7,53
Puducherry,Rabi       ,Tapioca,55,1375
Puducherry,Rabi       ,Turmeric,22,38
Puducherry,Rabi       ,Urad,14046,8099
Puducherry,Summer     ,Bajra,89,202
Puducherry,Summer     ,Brinjal,84,1515
Puducherry,Summer     ,Cotton(lint),820,749
Puducherry,Summer     ,Dry chillies,20,69
Puducherry,Summer     ,Groundnut,389,755
Puducherry,Summer     ,Jowar,7,13
Puducherry,Summer     ,Moong(Green Gram),9728,2647
Puducherry,Summer     ,Onion,9,111
Puducherry,Summer     ,Other  Rabi pulses,46,43
Puducherry,Summer     ,Paddy,3769,19433
Puducherry,Summer     ,Ragi,164,379
Puducherry,Summer     ,Rice,54114,155060
Puducherry,Summer     ,Sesamum,1094,1016
Puducherry,Summer     ,Urad,7320,1683
Puducherry,Whole Year ,Arecanut,322,556
Puducherry,Whole Year ,Banana,1918,62533
Puducherry,Whole Year ,Black pepper,84,55
Puducherry,Whole Year ,Brinjal,180,3595
Puducherry,Whole Year ,Cashewnut,1222,885
Puducherry,Whole Year ,Coconut ,30829,379139000
Puducherry,Whole Year ,Coriander,13,9
Puducherry,Whole Year ,Dry chillies,68,186
Puducherry,Whole Year ,Mango,423,6086
Puducherry,Whole Year ,Onion,69,831
Puducherry,Whole Year ,Sugarcane,15058,1406296
Puducherry,Whole Year ,Tapioca,2175,66009
Puducherry,Winter     ,Rice,25306,53568
Punjab,Kharif     ,Arhar/Tur,196700,172500
Punjab,Kharif     ,Bajra,77800,75800
Punjab,Kharif     ,Cotton(lint),8676000,28325000
Punjab,Kharif     ,Groundnut,102300,718204
Punjab,Kharif     ,Guar seed,138116,115672
Punjab,Kharif     ,Jowar,400,400
Punjab,Kharif     ,Maize,2662000,8052000
Punjab,Kharif     ,Moong(Green Gram),396500,294900
Punjab,Kharif     ,Moth,2200,1800
Punjab,Kharif     ,Peas & beans (Pulses),90,120
Punjab,Kharif     ,Rice,48099000,179702000
Punjab,Kharif     ,Sesamum,310600,9425716
Punjab,Kharif     ,Urad,117500,4132735
Punjab,Rabi       ,Barley,368000,1249400
Punjab,Rabi       ,Gram,220900,232000
Punjab,Rabi       ,Linseed,2700,585104
Punjab,Rabi       ,Masoor,90900,1803450
Punjab,Rabi       ,Other  Rabi pulses,5900,6300
Punjab,Rabi       ,Peas & beans (Pulses),100700,1283807
Punjab,Rabi       ,Rapeseed &Mustard,715000,791700
Punjab,Rabi       ,Sunflower,32600,57700
Punjab,Rabi       ,Wheat,62138000,276946000
Punjab,Whole Year ,Cotton(lint),724000,937000
Punjab,Whole Year ,Guar seed,180300,139100
Punjab,Whole Year ,Moong(Green Gram),49300,31700
Punjab,Whole Year ,Sugarcane,1318080,88780000
Rajasthan,Kharif     ,Arhar/Tur,314447,18856906
Rajasthan,Kharif     ,Bajra,67128571,45919866
Rajasthan,Kharif     ,Castor seed,1312968,16524735
Rajasthan,Kharif     ,Cotton(lint),6332426,11396412
Rajasthan,Kharif     ,Dry ginger,2276,2336559
Rajasthan,Kharif     ,Groundnut,4026278,5963030
Rajasthan,Kharif     ,Jowar,8678130,7214309
Rajasthan,Kharif     ,Maize,14366543,19133051
Rajasthan,Kharif     ,Mesta,81,3495056
Rajasthan,Kharif     ,Moong(Green Gram),9770289,5361387
Rajasthan,Kharif     ,Moth,15016851,25588615
Rajasthan,Kharif     ,Onion,19400,111300
Rajasthan,Kharif     ,Other Kharif pulses,1581405,9228395
Rajasthan,Kharif     ,Rice,1883061,2684728
Rajasthan,Kharif     ,Sannhamp,3308,2913314
Rajasthan,Kharif     ,Sesamum,4894716,4186856
Rajasthan,Kharif     ,Small millets,198140,4136789
Rajasthan,Kharif     ,Soyabean,9130082,12399453
Rajasthan,Kharif     ,Sugarcane,22600,1154200
Rajasthan,Kharif     ,Sunflower,743,5243056
Rajasthan,Kharif     ,Urad,1997214,7125504
Rajasthan,Rabi       ,Barley,3128655,7442917
Rajasthan,Rabi       ,Gram,17502681,12672230
Rajasthan,Rabi       ,Linseed,64114,2378176
Rajasthan,Rabi       ,Masoor,329241,3244301
Rajasthan,Rabi       ,Other  Rabi pulses,127596,2470634
Rajasthan,Rabi       ,Peas & beans (Pulses),119948,1400248
Rajasthan,Rabi       ,Rapeseed &Mustard,34982787,38817485
Rajasthan,Rabi       ,Small millets,4403,1169077
Rajasthan,Rabi       ,Sunflower,925,2330462
Rajasthan,Rabi       ,Tobacco,966,1166714
Rajasthan,Rabi       ,Wheat,33613521,94669124
Rajasthan,Rabi       ,other oilseeds,1437291,569189
Rajasthan,Whole Year ,Banana,96,22135131
Rajasthan,Whole Year ,Citrus Fruit,20564,0
Rajasthan,Whole Year ,Coriander,2330663,6032799
Rajasthan,Whole Year ,Dry chillies,316355,2114392
Rajasthan,Whole Year ,Dry ginger,299,415
Rajasthan,Whole Year ,Garlic,267831,8189139
Rajasthan,Whole Year ,Grapes,26,0
Rajasthan,Whole Year ,Guar seed,29939164,27788098
Rajasthan,Whole Year ,Mango,1565,0
Rajasthan,Whole Year ,Oilseeds total,2697,0
Rajasthan,Whole Year ,Onion,465475,4409193
Rajasthan,Whole Year ,Orange,53,0
Rajasthan,Whole Year ,Other Fresh Fruits,12160,0
Rajasthan,Whole Year ,Other Vegetables,100757,0
Rajasthan,Whole Year ,Papaya,294,400
Rajasthan,Whole Year ,Pome Fruit,1733,0
Rajasthan,Whole Year ,Potato,75245,4286507
Rajasthan,Whole Year ,Sannhamp,19433,32045440
Rajasthan,Whole Year ,Sugarcane,133180,6674677
Rajasthan,Whole Year ,Sweet potato,19794,28588203
Rajasthan,Whole Year ,Tapioca,108,264
Rajasthan,Whole Year ,Tobacco,8546,17485938
Rajasthan,Whole Year ,Turmeric,1608,2917261
Rajasthan,Whole Year ,Water Melon,6153,0
Rajasthan,Whole Year ,other fibres,6193,0
Rajasthan,Whole Year ,other oilseeds,303256,309893
Sikkim,Kharif     ,Maize,692234,1323547
Sikkim,Kharif     ,Oilseeds total,80,40
Sikkim,Kharif     ,Other Kharif pulses,44466,49095
Sikkim,Kharif     ,Rice,225617,383136
Sikkim,Kharif     ,Small millets,64864,67141
Sikkim,Kharif     ,Soyabean,67308,58430
Sikkim,Kharif     ,Urad,60748,50114
Sikkim,Kharif     ,other oilseeds,200,114
Sikkim,Rabi       ,Barley,16192,18198
Sikkim,Rabi       ,Other  Rabi pulses,2300,2546
Sikkim,Rabi       ,Other Cereals & Millets,24780,21957
Sikkim,Rabi       ,Rapeseed &Mustard,90028,67705
Sikkim,Rabi       ,Wheat,85264,106540
Sikkim,Whole Year ,Oilseeds total,14000,7000
Sikkim,Whole Year ,Other Fresh Fruits,14690,18190
Sikkim,Whole Year ,Other Vegetables,23590,103620
Sikkim,Whole Year ,Potato,13230,60460
Sikkim,Whole Year ,Pulses total,6700,5595
Sikkim,Whole Year ,Total foodgrain,78068,92247
Sikkim,Whole Year ,other oilseeds,120,60
Tamil Nadu,Kharif     ,Arhar/Tur,598149,421336
Tamil Nadu,Kharif     ,Bajra,1199719,1642119
Tamil Nadu,Kharif     ,Banana,86449,2762324
Tamil Nadu,Kharif     ,Castor seed,142616,5868936
Tamil Nadu,Kharif     ,Cotton(lint),1659724,2922520
Tamil Nadu,Kharif     ,Dry ginger,2792,63285
Tamil Nadu,Kharif     ,Groundnut,6958074,12650403
Tamil Nadu,Kharif     ,Horse-gram,890472,5024226
Tamil Nadu,Kharif     ,Jowar,3572672,3181920
Tamil Nadu,Kharif     ,Jute,3,1165007
Tamil Nadu,Kharif     ,Korra,7751,3640
Tamil Nadu,Kharif     ,Maize,1900664,20805910
Tamil Nadu,Kharif     ,Mesta,577,1167664
Tamil Nadu,Kharif     ,Moong(Green Gram),1531659,643763
Tamil Nadu,Kharif     ,Niger seed,1877,5242531
Tamil Nadu,Kharif     ,Onion,47488,421614
Tamil Nadu,Kharif     ,Other Cereals & Millets,87384,75741
Tamil Nadu,Kharif     ,Other Kharif pulses,555281,702871
Tamil Nadu,Kharif     ,Potato,3875,70206
Tamil Nadu,Kharif     ,Pulses total,1017692,506325
Tamil Nadu,Kharif     ,Ragi,1348190,2470043
Tamil Nadu,Kharif     ,Rice,30126359,94393943
Tamil Nadu,Kharif     ,Samai,42919,31032
Tamil Nadu,Kharif     ,Sannhamp,10,2330014
Tamil Nadu,Kharif     ,Sesamum,971789,486706
Tamil Nadu,Kharif     ,Small millets,637122,2196735
Tamil Nadu,Kharif     ,Soyabean,630,6990042
Tamil Nadu,Kharif     ,Sunflower,142999,157588
Tamil Nadu,Kharif     ,Tobacco,5992,9369
Tamil Nadu,Kharif     ,Total foodgrain,4450978,1017509
Tamil Nadu,Kharif     ,Urad,3063200,1363708
Tamil Nadu,Kharif     ,Varagu,38431,43322
Tamil Nadu,Kharif     ,Wheat,26,2330014
Tamil Nadu,Rabi       ,Bajra,39917,94521
Tamil Nadu,Rabi       ,Cotton(lint),63237,161910
Tamil Nadu,Rabi       ,Gram,61074,2953691
Tamil Nadu,Rabi       ,Groundnut,257329,950440
Tamil Nadu,Rabi       ,Horse-gram,75001,48299
Tamil Nadu,Rabi       ,Jowar,185586,368328
Tamil Nadu,Rabi       ,Maize,261658,1480719
Tamil Nadu,Rabi       ,Moong(Green Gram),170251,137317
Tamil Nadu,Rabi       ,Onion,15883,134505
Tamil Nadu,Rabi       ,Potato,2044,52531
Tamil Nadu,Rabi       ,Ragi,44503,164473
Tamil Nadu,Rabi       ,Rapeseed &Mustard,4245,2331049
Tamil Nadu,Rabi       ,Samai,58471,48503
Tamil Nadu,Rabi       ,Sunflower,5827,5800
Tamil Nadu,Rabi       ,Urad,295256,251946
Tamil Nadu,Rabi       ,Wheat,1036,5825145
Tamil Nadu,Whole Year ,Apple,9,0
Tamil Nadu,Whole Year ,Arecanut,55376,21056420
Tamil Nadu,Whole Year ,Arhar/Tur,279189,1368873
Tamil Nadu,Whole Year ,Ash Gourd,1644,0
Tamil Nadu,Whole Year ,Bajra,405003,1728459
Tamil Nadu,Whole Year ,Banana,1292806,57118770
Tamil Nadu,Whole Year ,Beans & Mutter(Vegetable),4823,0
Tamil Nadu,Whole Year ,Beet Root,1572,0
Tamil Nadu,Whole Year ,Ber,118,0
Tamil Nadu,Whole Year ,Bhindi,10767,77769
Tamil Nadu,Whole Year ,Bitter Gourd,1933,0
Tamil Nadu,Whole Year ,Black pepper,36636,17483376
Tamil Nadu,Whole Year ,Bottle Gourd,207,0
Tamil Nadu,Whole Year ,Brinjal,16825,160400
Tamil Nadu,Whole Year ,Cabbage,3332,201342
Tamil Nadu,Whole Year ,Cardamom,52773,11072314
Tamil Nadu,Whole Year ,Carrot,4304,0
Tamil Nadu,Whole Year ,Cashewnut,1326548,6325858
Tamil Nadu,Whole Year ,Castor seed,95539,5855973
Tamil Nadu,Whole Year ,Cauliflower,890,0
Tamil Nadu,Whole Year ,Citrus Fruit,15654,16843
Tamil Nadu,Whole Year ,Coconut ,3821909,10939490166
Tamil Nadu,Whole Year ,Coriander,316495,8245434
Tamil Nadu,Whole Year ,Cotton(lint),646063,2357655
Tamil Nadu,Whole Year ,Cucumber,1311,0
Tamil Nadu,Whole Year ,Drum Stick,11649,8
Tamil Nadu,Whole Year ,Dry chillies,871351,2231582
Tamil Nadu,Whole Year ,Dry ginger,4905,88586
Tamil Nadu,Whole Year ,Garlic,8833,50749
Tamil Nadu,Whole Year ,Gram,50756,2945266
Tamil Nadu,Whole Year ,Grapes,4928,95558
Tamil Nadu,Whole Year ,Groundnut,2813731,6497564
Tamil Nadu,Whole Year ,Guar seed,332323,3514258
Tamil Nadu,Whole Year ,Horse-gram,265031,2463951
Tamil Nadu,Whole Year ,Jack Fruit,5431,57026
Tamil Nadu,Whole Year ,Jowar,1455676,2519899
Tamil Nadu,Whole Year ,Lab-Lab,4868,0
Tamil Nadu,Whole Year ,Litchi,25,0
Tamil Nadu,Whole Year ,Maize,1010052,5225124
Tamil Nadu,Whole Year ,Mango,226884,1371865
Tamil Nadu,Whole Year ,Moong(Green Gram),840962,2073715
Tamil Nadu,Whole Year ,Onion,378428,4635183
Tamil Nadu,Whole Year ,Orange,5283,9314
Tamil Nadu,Whole Year ,Other Citrus Fruit,4079,0
Tamil Nadu,Whole Year ,Other Fresh Fruits,9290,0
Tamil Nadu,Whole Year ,Other Vegetables,9654,5
Tamil Nadu,Whole Year ,Papaya,696,0
Tamil Nadu,Whole Year ,Peach,42,0
Tamil Nadu,Whole Year ,Pear,2676,0
Tamil Nadu,Whole Year ,Pineapple,1975,61431
Tamil Nadu,Whole Year ,Plums,809,0
Tamil Nadu,Whole Year ,Pome Fruit,17753,107687
Tamil Nadu,Whole Year ,Pome Granet,1165,0
Tamil Nadu,Whole Year ,Potato,56785,959216
Tamil Nadu,Whole Year ,Pulses total,591481,244170
Tamil Nadu,Whole Year ,Pump Kin,1855,0
Tamil Nadu,Whole Year ,Ragi,468636,2037922
Tamil Nadu,Whole Year ,Rapeseed &Mustard,2557,5243149
Tamil Nadu,Whole Year ,Redish,1406,0
Tamil Nadu,Whole Year ,Ribed Guard,714,0
Tamil Nadu,Whole Year ,Rice,2260544,6893730
Tamil Nadu,Whole Year ,Sannhamp,20359,14844
Tamil Nadu,Whole Year ,Sesamum,253370,120792
Tamil Nadu,Whole Year ,Small millets,161304,718133
Tamil Nadu,Whole Year ,Snak Guard,1515,0
Tamil Nadu,Whole Year ,Sugarcane,5284188,848661823
Tamil Nadu,Whole Year ,Sunflower,141934,1377057
Tamil Nadu,Whole Year ,Sweet potato,14065,797713
Tamil Nadu,Whole Year ,Tapioca,1501104,56813656
Tamil Nadu,Whole Year ,Tobacco,68843,1856686
Tamil Nadu,Whole Year ,Tomato,45310,509939
Tamil Nadu,Whole Year ,Total foodgrain,3642130,8103700
Tamil Nadu,Whole Year ,Turmeric,398188,3243666
Tamil Nadu,Whole Year ,Turnip,62,0
Tamil Nadu,Whole Year ,Urad,1608421,1850371
Tamil Nadu,Whole Year ,Water Melon,5459,0
Tamil Nadu,Whole Year ,Yam,1775,0
Telangana ,Kharif     ,Arhar/Tur,4046834,1752232
Telangana ,Kharif     ,Bajra,335577,176366
Telangana ,Kharif     ,Banana,3229,119389
Telangana ,Kharif     ,Cashewnut,8324,5000
Telangana ,Kharif     ,Castor seed,3078262,1185323
Telangana ,Kharif     ,Coconut ,439,9264
Telangana ,Kharif     ,Cotton(lint),16073767,31228434
Telangana ,Kharif     ,Cowpea(Lobia),5636,585629
Telangana ,Kharif     ,Dry chillies,1068520,2704232
Telangana ,Kharif     ,Ginger,3953,29243
Telangana ,Kharif     ,Gram,198,194
Telangana ,Kharif     ,Groundnut,1388681,983316
Telangana ,Kharif     ,Horse-gram,89812,618238
Telangana ,Kharif     ,Jowar,3003180,2776835
Telangana ,Kharif     ,Korra,14980,8690
Telangana ,Kharif     ,Maize,7282168,22124117
Telangana ,Kharif     ,Masoor,242838,87529
Telangana ,Kharif     ,Mesta,2314,600881
Telangana ,Kharif     ,Moong(Green Gram),3818643,2097405
Telangana ,Kharif     ,Niger seed,5110,1985
Telangana ,Kharif     ,Onion,49998,670841
Telangana ,Kharif     ,Other Kharif pulses,55897,1178725
Telangana ,Kharif     ,Ragi,147074,165583
Telangana ,Kharif     ,Rice,15471708,43376442
Telangana ,Kharif     ,Samai,3875,1122
Telangana ,Kharif     ,Sesamum,487307,3011343
Telangana ,Kharif     ,Small millets,18509,1175134
Telangana ,Kharif     ,Soyabean,1174048,1572266
Telangana ,Kharif     ,Sugarcane,118248,9644660
Telangana ,Kharif     ,Sunflower,419407,281359
Telangana ,Kharif     ,Tobacco,23400,26700
Telangana ,Kharif     ,Turmeric,93108,468297
Telangana ,Kharif     ,Urad,1051238,1662932
Telangana ,Kharif     ,Varagu,13,10
Telangana ,Kharif     ,other misc. pulses,4438,1163
Telangana ,Kharif     ,other oilseeds,9959,182085
Telangana ,Rabi       ,Arhar/Tur,54612,1189267
Telangana ,Rabi       ,Bajra,134012,664402
Telangana ,Rabi       ,Castor seed,2358,1540
Telangana ,Rabi       ,Cowpea(Lobia),27611,23425
Telangana ,Rabi       ,Dry chillies,396359,1226972
Telangana ,Rabi       ,Gram,1296935,2186965
Telangana ,Rabi       ,Groundnut,2379501,3667275
Telangana ,Rabi       ,Horse-gram,140646,1787734
Telangana ,Rabi       ,Jowar,2742515,1950420
Telangana ,Rabi       ,Linseed,38269,590982
Telangana ,Rabi       ,Maize,1758576,8435198
Telangana ,Rabi       ,Masoor,2977,1086
Telangana ,Rabi       ,Moong(Green Gram),200759,693833
Telangana ,Rabi       ,Onion,127022,3133266
Telangana ,Rabi       ,Other  Rabi pulses,77668,1775084
Telangana ,Rabi       ,Potato,3037,41069
Telangana ,Rabi       ,Ragi,10162,16952
Telangana ,Rabi       ,Rapeseed &Mustard,5759,1172197
Telangana ,Rabi       ,Rice,8370603,25819234
Telangana ,Rabi       ,Safflower,166840,81367
Telangana ,Rabi       ,Samai,74,38
Telangana ,Rabi       ,Sesamum,339173,675061
Telangana ,Rabi       ,Small millets,5448,584096
Telangana ,Rabi       ,Soyabean,122,165
Telangana ,Rabi       ,Sunflower,237299,793748
Telangana ,Rabi       ,Sweet potato,96,744
Telangana ,Rabi       ,Tobacco,9336,26311
Telangana ,Rabi       ,Urad,273956,720280
Telangana ,Rabi       ,Varagu,13,7
Telangana ,Rabi       ,Wheat,165257,142819
Telangana ,Rabi       ,other misc. pulses,3298,443
Telangana ,Rabi       ,other oilseeds,3533,4078191
Telangana ,Whole Year ,Banana,20685,3395748
Telangana ,Whole Year ,Beans & Mutter(Vegetable),6088,24236
Telangana ,Whole Year ,Bhindi,10151,34510
Telangana ,Whole Year ,Bottle Gourd,879,0
Telangana ,Whole Year ,Brinjal,12066,95447
Telangana ,Whole Year ,Cabbage,1067,0
Telangana ,Whole Year ,Cashewnut,99597,1777083
Telangana ,Whole Year ,Castor seed,79833,56480
Telangana ,Whole Year ,Citrus Fruit,8838,52817
Telangana ,Whole Year ,Coconut ,10153,105663728
Telangana ,Whole Year ,Coriander,72864,32973
Telangana ,Whole Year ,Cucumber,4288,0
Telangana ,Whole Year ,Dry chillies,120639,233959
Telangana ,Whole Year ,Dry ginger,15499,117108
Telangana ,Whole Year ,Garlic,2764,4663478
Telangana ,Whole Year ,Ginger,1722,20051
Telangana ,Whole Year ,Grapes,3091,59249
Telangana ,Whole Year ,Linseed,45,18
Telangana ,Whole Year ,Mango,141848,357116
Telangana ,Whole Year ,Onion,12624,204366
Telangana ,Whole Year ,Orange,40486,475841
Telangana ,Whole Year ,Other Dry Fruit,7,0
Telangana ,Whole Year ,Other Fresh Fruits,1956,2253
Telangana ,Whole Year ,Other Vegetables,31308,0
Telangana ,Whole Year ,Papaya,564,61959
Telangana ,Whole Year ,Peas  (vegetable),162,0
Telangana ,Whole Year ,Pome Fruit,8087,65452
Telangana ,Whole Year ,Potato,31133,306748
Telangana ,Whole Year ,Safflower,7867,5573
Telangana ,Whole Year ,Soyabean,242452,390328
Telangana ,Whole Year ,Sugarcane,693709,53519868
Telangana ,Whole Year ,Sunflower,353948,352424
Telangana ,Whole Year ,Sweet potato,1386,11768
Telangana ,Whole Year ,Tapioca,78,518
Telangana ,Whole Year ,Tobacco,146046,1468274
Telangana ,Whole Year ,Tomato,51005,302641
Telangana ,Whole Year ,Turmeric,551126,3187993
Telangana ,Whole Year ,other fibres,45,0
Tripura,Kharif     ,Arhar/Tur,18498,13326
Tripura,Kharif     ,Cotton(lint),17566,23125
Tripura,Kharif     ,Groundnut,5124,5361
Tripura,Kharif     ,Jute,7835,64223
Tripura,Kharif     ,Jute & mesta,8129,66990
Tripura,Kharif     ,Maize,45259,50540
Tripura,Kharif     ,Mesta,11566,87516
Tripura,Kharif     ,Moong(Green Gram),6344,3345
Tripura,Kharif     ,Other Kharif pulses,27199,17732
Tripura,Kharif     ,Rice,4288487,10685011
Tripura,Kharif     ,Sesamum,23418,12652
Tripura,Kharif     ,Urad,12041,7062
Tripura,Rabi       ,Gram,1758,1323
Tripura,Rabi       ,Groundnut,3589,3954
Tripura,Rabi       ,Masoor,8050,5614
Tripura,Rabi       ,Moong(Green Gram),4052,2218
Tripura,Rabi       ,Other  Rabi pulses,12261,9806
Tripura,Rabi       ,Peas & beans (Pulses),11521,8711
Tripura,Rabi       ,Rapeseed &Mustard,28167,22235
Tripura,Rabi       ,Urad,5223,3393
Tripura,Rabi       ,Wheat,13657,26804
Tripura,Whole Year ,Jute & mesta,5767,45325
Tripura,Whole Year ,Oilseeds total,26690,18800
Tripura,Whole Year ,Potato,27910,513785
Tripura,Whole Year ,Sugarcane,16495,820546
Tripura,Whole Year ,other oilseeds,5003,3520
Uttar Pradesh,Kharif     ,Arhar/Tur,5431681,5415396
Uttar Pradesh,Kharif     ,Bajra,15790178,24421607
Uttar Pradesh,Kharif     ,Castor seed,124,81
Uttar Pradesh,Kharif     ,Cotton(lint),79793,9350824
Uttar Pradesh,Kharif     ,Dry chillies,113387,99321
Uttar Pradesh,Kharif     ,Dry ginger,6892,607115
Uttar Pradesh,Kharif     ,Ginger,944,4354
Uttar Pradesh,Kharif     ,Groundnut,1710951,1372333
Uttar Pradesh,Kharif     ,Guar seed,19031,15753
Uttar Pradesh,Kharif     ,Jowar,4553216,4374182
Uttar Pradesh,Kharif     ,Jute,134,105
Uttar Pradesh,Kharif     ,Maize,14508396,23256839
Uttar Pradesh,Kharif     ,Moong(Green Gram),488130,8892701
Uttar Pradesh,Kharif     ,Moth,1505,2913127
Uttar Pradesh,Kharif     ,Oilseeds total,916298,563081
Uttar Pradesh,Kharif     ,Onion,18848,195775
Uttar Pradesh,Kharif     ,Other Kharif pulses,606775,330090
Uttar Pradesh,Kharif     ,Ragi,353,450
Uttar Pradesh,Kharif     ,Rice,103140459,218214182
Uttar Pradesh,Kharif     ,Sannhamp,28585,12823571
Uttar Pradesh,Kharif     ,Sesamum,3264172,6965744
Uttar Pradesh,Kharif     ,Small millets,329373,3709050
Uttar Pradesh,Kharif     ,Soyabean,312942,2577243
Uttar Pradesh,Kharif     ,Sugarcane,23607147,1408297270
Uttar Pradesh,Kharif     ,Sunflower,38814,59189
Uttar Pradesh,Kharif     ,Sweet potato,156388,2031340
Uttar Pradesh,Kharif     ,Total foodgrain,15196497,30587158
Uttar Pradesh,Kharif     ,Urad,6258202,2947674
Uttar Pradesh,Rabi       ,Barley,3849517,8594791
Uttar Pradesh,Rabi       ,Castor seed,36,582528
Uttar Pradesh,Rabi       ,Coriander,44502,607027
Uttar Pradesh,Rabi       ,Garlic,241421,1299984
Uttar Pradesh,Rabi       ,Gram,12557956,12121308
Uttar Pradesh,Rabi       ,Linseed,738715,10213735
Uttar Pradesh,Rabi       ,Maize,131934,293758
Uttar Pradesh,Rabi       ,Masoor,8207558,6229900
Uttar Pradesh,Rabi       ,Moong(Green Gram),91679,42218
Uttar Pradesh,Rabi       ,Onion,109487,1888696
Uttar Pradesh,Rabi       ,Other  Rabi pulses,739695,705965
Uttar Pradesh,Rabi       ,Peas & beans (Pulses),4684938,5470940
Uttar Pradesh,Rabi       ,Potato,5730081,129602135
Uttar Pradesh,Rabi       ,Ragi,1243,1919
Uttar Pradesh,Rabi       ,Rapeseed &Mustard,11137326,11259735
Uttar Pradesh,Rabi       ,Sunflower,51546,66294
Uttar Pradesh,Rabi       ,Tobacco,222779,1179827
Uttar Pradesh,Rabi       ,Turmeric,15112,45006
Uttar Pradesh,Rabi       ,Urad,123440,58640
Uttar Pradesh,Rabi       ,Wheat,168614377,469911750
Uttar Pradesh,Summer     ,Banana,13938,597180
Uttar Pradesh,Summer     ,Maize,357780,574065
Uttar Pradesh,Summer     ,Moong(Green Gram),618922,389545
Uttar Pradesh,Summer     ,Onion,109098,1336367
Uttar Pradesh,Summer     ,Rice,239872,579177
Uttar Pradesh,Summer     ,Small millets,152,191
Uttar Pradesh,Summer     ,Sunflower,86106,145065
Uttar Pradesh,Summer     ,Tobacco,4406,13274
Uttar Pradesh,Summer     ,Urad,722126,985026
Uttar Pradesh,Whole Year ,Banana,5608,212312
Uttar Pradesh,Whole Year ,Coriander,11106,6069
Uttar Pradesh,Whole Year ,Dry chillies,49097,45004
Uttar Pradesh,Whole Year ,Garlic,63096,274058
Uttar Pradesh,Whole Year ,Guar seed,7282,6065
Uttar Pradesh,Whole Year ,Moth,201,83
Uttar Pradesh,Whole Year ,Onion,94582,1205944
Uttar Pradesh,Whole Year ,Peas & beans (Pulses),405066,560444
Uttar Pradesh,Whole Year ,Potato,2891958,62466266
Uttar Pradesh,Whole Year ,Sannhamp,17287,6995896
Uttar Pradesh,Whole Year ,Sugarcane,13862820,794577620
Uttar Pradesh,Whole Year ,Sweet potato,43572,524952
Uttar Pradesh,Whole Year ,Tobacco,148364,937601
Uttar Pradesh,Whole Year ,Turmeric,6634,11660
Uttarakhand,Kharif     ,Arhar/Tur,32645,604942
Uttarakhand,Kharif     ,Bajra,140,157
Uttarakhand,Kharif     ,Dry chillies,5671,2000
Uttarakhand,Kharif     ,Ginger,2081,24774
Uttarakhand,Kharif     ,Groundnut,20687,22188
Uttarakhand,Kharif     ,Horse-gram,140708,99373
Uttarakhand,Kharif     ,Jowar,3,2
